Age,Final_Weight,Education_Num,Capital_Gain,Capital_Loss,Hours_per_Week,Workclass_ Private,Education_ Assoc-acdm,Education_ Assoc-voc,Education_ Bachelors,Education_ Doctorate,Education_ HS-grad,Education_ Masters,Education_ Some-college,Marital_Status_ Married-civ-spouse,Occupation_ Adm-clerical,Occupation_ Craft-repair,Occupation_ Exec-managerial,Occupation_ Machine-op-inspct,Occupation_ Other-service,Occupation_ Prof-specialty,Occupation_ Sales,Occupation_ Transport-moving,Relationship_ Husband,Relationship_ Not-in-family,Relationship_ Other-relative,Relationship_ Own-child,Relationship_ Unmarried,Relationship_ Wife,Race_ White,Sex_ Male,Native_Country_ United-States,Class_ >50K
0.3561643835616438,0.08633290436586444,0.8,0.0,0.0,0.3402061855670103,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
0.273972602739726,0.20815886522098226,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0.1917808219178082,0.20876390142711715,0.6,0.0,0.0,0.44329896907216493,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.3835616438356164,0.17940363918073615,0.6,0.0,0.0,0.5154639175257731,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0.6027397260273972,0.10741873627464162,0.5333333333333333,0.0,0.0,0.3402061855670103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0.5753424657534246,0.23152318665206897,0.7333333333333333,0.0,0.0,0.3917525773195876,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
0.0547945205479452,0.16299403287043263,0.6666666666666666,0.0,0.0,0.3917525773195876,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0.3561643835616438,0.10748596251976772,0.8666666666666667,0.15024150241502415,0.0,0.3917525773195876,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
0.0821917808219178,0.0883584951565091,0.5333333333333333,0.0,0.0,0.3917525773195876,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.2876712328767123,0.22192503953543463,0.5333333333333333,0.0,0.0,0.28865979381443296,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.3287671232876712,0.10558361984518756,1.0,0.15024150241502415,0.0,0.4948453608247423,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0.2465753424657534,0.24780794422142405,0.26666666666666666,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0.2328767123287671,0.031594734584381744,0.5333333333333333,0.0,0.5236351531291611,0.3917525773195876,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.3287671232876712,0.16294921537368187,0.7333333333333333,0.0,0.0,0.3917525773195876,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.0958904109589041,0.16882270838535365,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.1095890410958904,0.14352483209444966,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0.0410958904109589,0.12592996305757767,0.5333333333333333,0.0,0.0,0.3402061855670103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0.2328767123287671,0.13116080517834164,0.8,0.0,0.0,0.5463917525773195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0.3287671232876712,0.11837661423019546,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.2191780821917808,0.1631252841109169,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
0.0684931506849315,0.20894077047679413,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.0684931506849315,0.11485764042282107,0.6,0.0,0.0,0.18556701030927836,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0.2465753424657534,0.012123132871072867,0.7333333333333333,0.0,0.0,0.3917525773195876,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.2191780821917808,0.08049702603896561,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0958904109589041,0.011279603557228741,0.6,0.0,0.0,0.4948453608247423,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.5616438356164384,0.32907086926736195,0.3333333333333333,0.0,0.0,0.4948453608247423,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
0.3424657534246575,0.2667993584695465,0.5333333333333333,0.0,0.0,0.20618556701030927,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0.6301369863013698,0.015626100429607718,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.1232876712328767,0.17912913201313793,0.6,0.0,0.0,0.4742268041237113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0.2602739726027397,0.07496526644001818,0.8,0.0,0.6245006657789614,0.4329896907216495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
0.6575342465753424,0.08414324952461441,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0.1506849315068493,0.13730480379540172,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0.3835616438356164,0.12812602039836352,0.26666666666666666,0.0,0.0,0.13402061855670103,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0.136986301369863,0.2962524569591969,0.8,0.13550135501355012,0.0,0.4536082474226804,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
0.3972602739726027,0.14558243538277343,0.6,0.0,0.0,0.3402061855670103,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1780821917808219,0.05674855463572979,0.5333333333333333,0.0,0.5006657789613849,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.410958904109589,0.09546126807905807,0.8,0.0,0.751664447403462,0.3917525773195876,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
0.4794520547945205,0.14474530856846513,0.3333333333333333,0.0,0.0,0.44329896907216493,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.2602739726027397,0.05708788711112819,0.6,0.0,0.0,0.3917525773195876,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
0.1917808219178082,0.1488597148326707,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0.3835616438356164,0.1825224567671219,0.8666666666666667,0.0,0.0,0.3917525773195876,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0.4246575342465753,0.12413726318754842,0.5333333333333333,0.0,0.0,0.5979381443298969,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.2054794520547945,0.16361587563784902,0.8666666666666667,0.0,0.0,0.4742268041237113,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
0.0684931506849315,0.24458988789223313,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.6986301369863014,0.14168811504011167,0.8,0.2005120051200512,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
0.3835616438356164,0.13201874011614134,0.5333333333333333,0.0,0.0,0.3402061855670103,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
0.3835616438356164,0.1493359007356472,0.6,0.0,0.0,0.6494845360824743,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
0.3972602739726027,0.11303132743022876,0.6,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.0410958904109589,0.1978276319074967,0.6,0.0,0.0,0.4329896907216495,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
0.2876712328767123,0.2846687346740167,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
0.410958904109589,0.1303108733649617,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.0958904109589041,0.0959902746032051,0.7333333333333333,0.0,0.0,0.28865979381443296,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.273972602739726,0.31746233729648055,0.6,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
0.3013698630136986,0.008841051546523763,0.6,0.0,0.0,0.5979381443298969,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
0.3013698630136986,0.12492637125533808,0.5333333333333333,0.14344143441434415,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
0.0958904109589041,0.13404192996946007,0.6,0.0,0.0,0.5360824742268041,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
0.4383561643835616,0.0808931806977444,0.8,0.07688076880768807,0.0,0.28865979381443296,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
0.4931506849315068,0.13525520363149773,0.6666666666666666,0.0,0.0,0.3917525773195876,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0.589041095890411,0.01953402608378311,0.8,0.0,0.0,0.4948453608247423,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
0.1095890410958904,0.13128245266952218,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.3972602739726027,0.11792923957513013,0.6,0.0,0.0,0.35051546391752575,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1232876712328767,0.15523900530767212,0.7333333333333333,0.0,0.0,0.35051546391752575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0.4794520547945205,0.07249710286896004,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0.3698630136986301,0.1429053902643592,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.0410958904109589,0.12681750955573057,0.5333333333333333,0.0,0.0,0.3711340206185567,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0.2054794520547945,0.11580761129144818,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0958904109589041,0.05123600253538982,0.5333333333333333,0.0,0.0,0.4948453608247423,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
0.1917808219178082,0.15450271786105296,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
0.0547945205479452,0.005445325855213875,0.6,0.0,0.0,0.3917525773195876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.3972602739726027,0.12435414785932428,0.5333333333333333,0.0,0.0,0.44329896907216493,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0.4657534246575342,0.008948293413748728,0.5333333333333333,0.0,0.0,0.5979381443298969,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
0.5068493150684932,0.11405012516886592,0.8666666666666667,0.0,0.0,0.3917525773195876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.3561643835616438,0.18302105141847377,0.8666666666666667,0.0,0.0,0.3917525773195876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
0.3698630136986301,0.1383620165312538,0.8666666666666667,0.0,0.8039280958721704,0.5463917525773195,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
0.1917808219178082,0.12040060439595618,0.2,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
0.3972602739726027,0.11688563215079167,0.6,0.0,0.0,0.4329896907216495,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.2328767123287671,0.13003796682224741,0.4,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.2054794520547945,0.08414244921217243,0.6,0.04386043860438604,0.0,0.4948453608247423,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
0.2876712328767123,0.027139395219893846,0.6,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.2602739726027397,0.15168401744040874,0.9333333333333333,1.0,0.0,0.44329896907216493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
0.1095890410958904,0.15363357854906556,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0.1917808219178082,0.14399541581033234,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2328767123287671,0.24246265742145734,0.6,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0.0684931506849315,0.14358965740224983,0.5333333333333333,0.0,0.0,0.38144329896907214,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.1506849315068493,0.22819068564367528,0.5333333333333333,0.0,0.6151797603195739,0.41237113402061853,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
0.1917808219178082,0.12001085223671322,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0.0958904109589041,0.08494836384124362,0.5333333333333333,0.0,0.0,0.3711340206185567,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0.1095890410958904,0.1951457849144306,0.8,0.0,0.0,0.3917525773195876,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
0.410958904109589,0.17519159479860938,0.5333333333333333,0.028290282902829027,0.0,0.6494845360824743,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.273972602739726,0.2606241476672493,0.6,0.0,0.0,0.6494845360824743,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.1095890410958904,0.20440059799345664,0.5333333333333333,0.0,0.0,0.845360824742268,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.273972602739726,0.018580853965388087,0.6,0.0,0.0,0.845360824742268,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.5342465753424658,0.14361606771283508,0.4666666666666667,0.0,0.0,0.3917525773195876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0.684931506849315,0.16587675828643503,0.6,0.0,0.0,0.4329896907216495,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.4931506849315068,0.05118478253910327,0.5333333333333333,0.0,0.0,0.3917525773195876,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0.2054794520547945,0.1081510221590509,0.5333333333333333,0.0,0.0,0.3402061855670103,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
0.5753424657534246,0.40917734283464263,0.6,0.0,0.6281624500665779,0.5463917525773195,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
0.2876712328767123,0.07496526644001818,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
0.273972602739726,0.025874901561569637,0.6,0.07298072980729807,0.0,0.35051546391752575,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
0.0821917808219178,0.0865281806017069,0.6,0.0,0.0,0.23711340206185566,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
0.3698630136986301,0.07722694940104617,0.8666666666666667,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
0.5753424657534246,0.0636976675694191,0.5333333333333333,0.0,0.0,0.18556701030927836,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.4931506849315068,0.0542395751301308,0.5333333333333333,0.0,0.0,0.3917525773195876,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.1917808219178082,0.006936307934617675,0.6,0.0,0.0,0.4948453608247423,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.4657534246575342,0.05725115084929156,0.6,0.15024150241502415,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
0.410958904109589,0.0770244703532259,0.6,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.3424657534246575,0.34137727368764764,0.8,0.0,0.0,0.44329896907216493,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
0.2328767123287671,0.06502698653554348,0.8,0.0,0.0,0.5463917525773195,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.273972602739726,0.0873412980427559,0.5333333333333333,0.0,0.0,0.3917525773195876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
0.7808219178082192,0.13882459712271672,0.3333333333333333,0.0,0.0,0.18556701030927836,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.0136986301369863,0.14569607974953422,0.4,0.0,0.0,0.14432989690721648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
0.1917808219178082,0.13686623257719813,0.5333333333333333,0.0,0.0,0.4639175257731959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
0.1643835616438356,0.061300731805696944,0.8666666666666667,0.0,0.0,0.35051546391752575,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.6575342465753424,0.32128542983180636,0.6,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0.3150684931506849,0.029807636901446326,0.8666666666666667,0.0,0.0,0.18556701030927836,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
0.0821917808219178,0.04610199822010513,0.6,0.0,0.0,0.3917525773195876,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.3698630136986301,0.07805527277849272,0.8,0.0,0.0,0.3917525773195876,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
0.1643835616438356,0.207249710286896,0.6,0.0,0.0,0.23711340206185566,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
0.1095890410958904,0.008620965624979993,0.6,0.0,0.0,0.3711340206185567,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
0.0684931506849315,0.09777897291102447,0.6666666666666666,0.0,0.0,0.28865979381443296,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
