Age,Final_Weight,Education_Num,Capital_Gain,Capital_Loss,Hours_per_Week,Workclass_ Private,Education_ Assoc-acdm,Education_ Assoc-voc,Education_ Bachelors,Education_ Doctorate,Education_ HS-grad,Education_ Masters,Education_ Some-college,Marital_Status_ Married-civ-spouse,Occupation_ Adm-clerical,Occupation_ Craft-repair,Occupation_ Exec-managerial,Occupation_ Machine-op-inspct,Occupation_ Other-service,Occupation_ Prof-specialty,Occupation_ Sales,Occupation_ Transport-moving,Relationship_ Husband,Relationship_ Not-in-family,Relationship_ Other-relative,Relationship_ Own-child,Relationship_ Unmarried,Relationship_ Wife,Race_ White,Sex_ Male
0.0958904109589041,0.1139065499388223,0.4,0.0,0.0,0.3469387755102041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0.2465753424657534,0.15575578868065645,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.589041095890411,0.23173898238232077,0.8,0.0,0.5369605142332415,0.3979591836734694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.6575342465753424,0.1388751080760719,0.6666666666666666,0.0,0.0,0.3979591836734694,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.4520547945205479,0.10865816434114028,0.9333333333333333,0.0,0.0,0.6020408163265306,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.2876712328767123,0.07133259587976823,0.6,0.0,0.32323232323232326,0.3979591836734694,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0.5205479452054794,0.04153464951279614,0.8,0.0,0.0,0.3979591836734694,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.2602739726027397,0.11431189918404698,0.8666666666666667,0.0,0.0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0958904109589041,0.043315729529692516,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0.0273972602739726,0.5739349516822335,0.6,0.0,0.0,0.24489795918367346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0273972602739726,0.011058391445902595,0.6,0.0,0.0,0.4489795918367347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.4246575342465753,0.1452453693625576,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0.5068493150684932,0.06497734752829085,0.6,0.0,0.0,0.3979591836734694,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.0684931506849315,0.2252390639298541,0.8,0.0,0.0,0.29591836734693877,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.273972602739726,0.11597424053315027,1.0,0.0,0.0,0.3979591836734694,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0958904109589041,0.0880426749501673,0.6,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.136986301369863,0.057548674323718456,0.5333333333333333,0.0,0.0,0.37755102040816324,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.1780821917808219,0.16866418316326634,0.5333333333333333,0.0,0.0,0.3979591836734694,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.3835616438356164,0.09645469539778477,0.8,0.04687046870468705,0.0,0.3469387755102041,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2602739726027397,0.08006466480551766,0.6,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.1917808219178082,0.12775325285945233,0.4,0.0,0.0,0.24489795918367346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.1917808219178082,0.07661100734746687,0.2,0.0,0.0,0.19387755102040816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
0.6575342465753424,0.10747487210002982,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.273972602739726,0.06781683946327392,0.5333333333333333,0.0,0.0,0.37755102040816324,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0.3698630136986301,0.11800371638382069,0.8,0.0,0.0,0.3979591836734694,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.2876712328767123,0.1611515740038747,0.8,0.0,0.0,0.3979591836734694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.273972602739726,0.05188606820103412,0.3333333333333333,0.0,0.0,0.6530612244897959,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0.3698630136986301,0.00945337221228563,1.0,0.0,0.0,0.4489795918367347,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.2876712328767123,0.06291579858919355,0.5333333333333333,0.0,0.45385674931129477,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.0821917808219178,0.18335297525663588,0.8,0.1052010520105201,0.0,0.3979591836734694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.0136986301369863,0.11724761038431067,0.4,0.0,0.0,0.19387755102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0.0684931506849315,0.0549521189734155,0.6,0.0,0.0,0.29591836734693877,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0821917808219178,0.3296117177322552,0.8,0.0,0.0,0.3979591836734694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.2054794520547945,0.25364694899628293,0.06666666666666667,0.0,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2602739726027397,0.058495171635379484,0.6,0.0,0.0,0.5510204081632653,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.4657534246575342,0.0652550868259448,0.6666666666666666,0.07298072980729807,0.0,0.3979591836734694,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.5616438356164384,0.07348763445959917,0.5333333333333333,0.0,0.0,0.19387755102040816,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2191780821917808,0.07793146322206246,0.5333333333333333,0.0,0.45385674931129477,0.4489795918367347,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.2191780821917808,0.15207284276066038,0.6666666666666666,0.0,0.0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.3287671232876712,0.07992135951680186,0.7333333333333333,0.0,0.0,0.7551020408163265,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0958904109589041,0.07143495680027952,0.4,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.589041095890411,0.04249752457173897,0.26666666666666666,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.0958904109589041,0.12177878713227692,0.8,0.0,0.0,0.3979591836734694,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.2465753424657534,0.044728992638885,0.6,0.0,0.0,0.3979591836734694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.6712328767123288,0.07316007951396306,0.6,0.0,0.0,0.4489795918367347,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.4794520547945205,0.004452017636104198,0.3333333333333333,0.0,0.4331955922865014,0.46938775510204084,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.410958904109589,0.08850329909246808,0.5333333333333333,0.0,0.0,0.6020408163265306,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0547945205479452,0.12250554966790705,0.5333333333333333,0.0,0.0,0.3469387755102041,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1095890410958904,0.17615768495082923,0.8,0.0,0.0,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.0821917808219178,0.054658684334616486,0.6,0.0,0.0,0.24489795918367346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6438356164383562,0.12014715405932702,0.8,0.0,0.0,0.3979591836734694,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.5616438356164384,0.14828275907719582,0.5333333333333333,0.0,0.0,0.4489795918367347,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.2465753424657534,0.11976705384116178,0.4,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0.136986301369863,0.08893253255247874,0.6,0.0,0.0,0.29591836734693877,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.589041095890411,0.10009533213730284,0.8666666666666667,0.0,0.0,0.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.2328767123287671,0.25600125016804254,0.8,0.024630246302463025,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.0821917808219178,0.1240860022806013,0.6,0.0,0.0,0.07142857142857142,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.2876712328767123,0.05739445053681479,0.8666666666666667,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1917808219178082,0.010618239487704064,0.7333333333333333,0.0,0.0,0.3979591836734694,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1.0,0.12785902581064731,0.8666666666666667,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0.0136986301369863,0.11245984892892945,0.6,0.0,0.0,0.24489795918367346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.0684931506849315,0.12183406202935301,0.8,0.0,0.0,0.3979591836734694,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0.5616438356164384,0.0557239203140706,0.5333333333333333,0.0,0.0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.4657534246575342,0.07359545462920439,0.4,0.0,0.0,0.4489795918367347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.2465753424657534,0.17016411185182506,0.6,0.0,0.0,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.4520547945205479,0.09851829155529229,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.5616438356164384,0.1385345874138377,0.5333333333333333,0.07688076880768807,0.0,0.5510204081632653,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0.1780821917808219,0.2394433476661369,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.3698630136986301,0.08993225754280564,0.8666666666666667,0.0,0.4331955922865014,0.6020408163265306,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.4794520547945205,0.17552372964979598,0.8,0.0,0.0,0.3979591836734694,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0.136986301369863,0.05101804759509841,0.6666666666666666,0.0,0.0,0.3979591836734694,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0.6301369863013698,0.21848665520679295,0.6,0.0,0.0,0.6020408163265306,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.2602739726027397,0.08164170538752821,0.5333333333333333,0.0,0.0,0.7040816326530612,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0,0.009441771307961018,0.4666666666666667,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
0.3698630136986301,0.05175914065960013,0.6,0.0,0.0,0.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.2465753424657534,0.14978814701484847,0.5333333333333333,0.0,0.0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0684931506849315,0.11645124242273286,0.8,0.0,0.0,0.5510204081632653,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.4931506849315068,0.08261003969556498,0.0,0.0,0.0,0.3469387755102041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.3287671232876712,0.19772990774551438,1.0,0.0,0.0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.5342465753424658,0.09516153576865886,0.8666666666666667,0.0,0.0,0.5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.6438356164383562,0.1099349462229844,0.3333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0.0958904109589041,0.04486069702327619,0.5333333333333333,0.0,0.0,0.24489795918367346,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0.3287671232876712,0.08348556676900484,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.3972602739726027,0.10476299011261749,0.5333333333333333,0.0,0.0,0.3979591836734694,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0.2465753424657534,0.11349710625677714,0.8,0.0,0.0,0.6020408163265306,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.3424657534246575,0.07244355307038405,0.8,0.04650046500465005,0.0,0.3469387755102041,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
0.0684931506849315,0.1538614292450609,0.4,0.0,0.0,0.3979591836734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3561643835616438,0.04639133398798829,0.6,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.3972602739726027,0.11838176938357571,0.7333333333333333,0.0,0.5183654729109275,0.37755102040816324,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0.5753424657534246,0.1121220578912422,0.4,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.4246575342465753,0.06434816907021482,0.6,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3561643835616438,0.1200734541965589,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.3424657534246575,0.4354399438243268,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.1643835616438356,0.10642806108626773,0.8666666666666667,0.0,0.0,0.3469387755102041,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0.2054794520547945,0.13168664183163267,0.8,0.0,0.0,0.6020408163265306,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.4931506849315068,0.03072192427612063,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.4246575342465753,0.15308348624917514,0.5333333333333333,0.0,0.0,0.29591836734693877,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2328767123287671,0.1413147100149242,0.8666666666666667,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0547945205479452,0.26734352256682975,0.6,0.0,0.0,0.3469387755102041,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0547945205479452,0.1274093201665344,0.6,0.0,0.0,0.5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0547945205479452,0.10711046722300964,0.6,0.0,0.0,0.29591836734693877,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.547945205479452,0.07399056778237795,0.8,0.15024150241502415,0.0,0.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.1232876712328767,0.1270135246072241,0.6,0.0,0.0,0.4489795918367347,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.4657534246575342,0.10421706520322396,0.8666666666666667,0.0,0.0,0.3979591836734694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.3561643835616438,0.11117419576730769,0.8,0.0,0.0,0.3469387755102041,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0.2328767123287671,0.09072180144301602,0.5333333333333333,0.0,0.0,0.5204081632653061,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.05227708691738723,0.4,0.0,0.0,0.11224489795918367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.1643835616438356,0.11028638538340647,0.6,0.0,0.0,0.37755102040816324,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0821917808219178,0.09753357949997372,0.8,0.0,0.0,0.47959183673469385,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0.2191780821917808,0.10488787043564125,0.8,0.0,0.42424242424242425,0.4489795918367347,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.136986301369863,0.025636633745119944,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.5205479452054794,0.056473202252213216,0.4666666666666667,0.0,0.0,0.29591836734693877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.08134622353031896,0.3333333333333333,0.0,0.0,0.19387755102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.136986301369863,0.12274439181576673,0.8,0.0,0.0,0.3979591836734694,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0273972602739726,0.24485551073663694,0.5333333333333333,0.0,0.0,0.24489795918367346,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.3561643835616438,0.05250910500387948,0.5333333333333333,0.0,0.0,0.41836734693877553,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.4383561643835616,0.1308193036318337,0.6,0.0,0.0,0.6020408163265306,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.1643835616438356,0.019194037408139603,0.5333333333333333,0.0,0.0,0.3979591836734694,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.4931506849315068,0.07885339391280077,0.6666666666666666,0.0,0.0,0.3979591836734694,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0,0.17593112611343092,0.4,0.0,0.0,0.29591836734693877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
0.4383561643835616,0.11333605840850605,0.7333333333333333,0.0,0.0,0.4489795918367347,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.0547945205479452,0.167744982097075,0.6,0.0,0.0,0.3979591836734694,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0.3835616438356164,0.11576883628599095,0.8666666666666667,0.0,0.0,0.5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0136986301369863,0.12441014519555371,0.4666666666666667,0.0,0.0,0.19387755102040816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0.3287671232876712,0.2561527443303992,0.8,0.0,0.39967860422405876,0.3979591836734694,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.1506849315068493,0.11823846409485991,0.5333333333333333,0.0,0.0,0.3979591836734694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.547945205479452,0.003467987986922369,0.2,0.0,0.0,0.09183673469387756,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.5068493150684932,0.05070482317833388,0.5333333333333333,0.0,0.42424242424242425,0.3979591836734694,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0.0410958904109589,0.10228039658715044,0.6,0.0,0.0,0.3979591836734694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1643835616438356,0.11561802452977099,0.8,0.0,0.0,0.4489795918367347,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.3013698630136986,0.1583325542529939,0.26666666666666666,0.0,0.0,0.3979591836734694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.5068493150684932,0.02702055339043253,0.6,0.0,0.3624885215794307,0.47959183673469385,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.0410958904109589,0.07712417676229678,0.6,0.0,0.0,0.3979591836734694,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.136986301369863,0.15170229622840953,0.8,0.0,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
